timestamp,low,high,open,close,volume
2021-05-04,53053.87,56617.7,55608.4,53053.87,253.46247937
2021-05-05,52938.8,57933.11,53042.22,57486.84,269.34123492
2021-05-06,55262.28,58361.4,57496.57,56409.6,468.83760636
2021-05-07,55255.2,58649.79,56429.6,57330.6,456.67921225
2021-05-08,56959.23,59492.81,57353.12,58865.94,348.77001697
2021-05-09,56251.89,59204.23,58865.94,58224.89,493.60263714
2021-05-10,53545.31,59518.7,58259.8,55820.83,885.92251183
2021-05-11,54462.97,56861.91,55800.99,56703.42,680.03768078
2021-05-12,48517.41,57970.0,56703.47,49457.05,905.10678218
2021-05-13,45860.4,51344.23,49442.75,49669.89,1723.27096602
2021-05-14,48846.35,51445.85,49645.48,49859.84,695.4178542
2021-05-15,46566.4,50662.49,49859.84,46689.31,650.03037881
2021-05-16,43570.94,49812.04,46742.27,46408.82,1114.26338828
2021-05-17,41848.11,46583.52,46413.12,43519.78,1922.62256711
2021-05-18,42262.22,45844.47,43695.22,42884.82,1081.88933614
2021-05-19,28907.8,43553.19,42856.22,36655.42,3742.40916439
2021-05-20,34941.5,42448.3,36674.02,40505.44,3353.06470482
2021-05-21,33340.0,42199.99,40502.05,37247.0,4242.67850751
2021-05-22,35225.53,38847.32,37232.61,37446.87,2492.29827641
2021-05-23,31059.58,38262.88,37427.31,34671.11,2474.09816913
2021-05-24,34379.67,40121.6,34674.77,38780.58,2416.90550008
2021-05-25,36443.02,39778.65,38790.15,38352.88,1298.23201349
2021-05-26,37795.47,40824.68,38346.55,39240.15,1371.85187262
2021-05-27,37146.11,40414.04,39226.6,38504.22,963.20499893
2021-05-28,34708.17,38880.13,38528.44,35677.77,2530.79601542
2021-05-29,33592.39,37396.16,35683.74,34618.63,2279.24698965
2021-05-30,33366.63,36487.8,34575.0,35614.21,900.25016705
2021-05-31,34168.59,37503.44,35585.78,37180.65,1789.5232992
2021-06-01,35700.0,37890.97,37126.66,36694.23,1178.43236697
2021-06-02,35924.08,38235.08,36770.91,37568.15,417.79544429
2021-06-03,37187.16,39484.0,37441.85,39244.51,374.10709927
2021-06-04,35575.23,39267.34,39250.33,36881.64,582.8193511
2021-06-05,34832.97,37902.09,36857.56,35561.68,551.89954427
2021-06-06,35237.91,36469.99,35570.23,35808.21,288.47818672
2021-06-07,33333.0,36779.64,35882.01,33494.98,641.81225286
2021-06-08,30967.04,34051.72,33448.7,33369.87,1312.43881861
2021-06-09,32407.42,37524.88,33369.87,37426.92,1562.13936548
2021-06-10,35800.0,38410.17,37421.67,36661.07,797.82606099
2021-06-11,35952.44,37669.89,36679.49,37336.47,483.71700755
2021-06-12,34619.68,37433.27,37271.8,35527.06,610.80674387
2021-06-13,34777.85,39349.2,35530.92,39026.93,802.84672845
2021-06-14,38744.42,41036.01,39095.32,40513.96,869.26959822
2021-06-15,39543.49,41326.81,40510.78,40153.95,532.26745946
2021-06-16,38121.99,40490.07,40127.17,38290.16,525.54694734
2021-06-17,37377.41,39535.51,38287.27,38025.98,359.67453192
2021-06-18,35143.0,38183.15,38049.14,35797.97,397.43090098
2021-06-19,34824.03,36434.98,35787.57,35468.73,399.89976173
2021-06-20,33345.85,36116.37,35481.9,35543.48,643.99247988
2021-06-21,31269.22,35737.0,35574.81,31614.71,1645.80681975
2021-06-22,28801.12,33307.4,31674.66,32500.0,2346.93444919
2021-06-23,31711.18,35000.0,32516.89,33664.1,823.24797362
2021-06-24,32319.62,35274.3,33672.85,34667.67,488.76017692
2021-06-25,31300.0,35499.98,34726.88,31606.67,608.32444069
2021-06-26,30163.34,32717.61,31550.37,32286.95,539.29452601
2021-06-27,32003.13,34747.72,32307.69,34682.22,612.66738397
2021-06-28,33880.71,35286.23,34701.22,34488.63,408.32858662
2021-06-29,34247.08,36603.38,34492.73,35903.8,534.48861187
2021-06-30,34043.22,36078.06,35896.77,35035.08,396.47327003
2021-07-01,32716.17,35040.25,35040.25,33530.17,424.96620179
2021-07-02,32706.96,33960.77,33508.8,33820.83,270.28659105
2021-07-03,33322.78,34938.27,33841.47,34657.49,186.61339589
2021-07-04,34374.05,35954.33,34628.79,35291.87,170.78537433
2021-07-05,33136.27,35291.87,35291.87,33699.54,298.79233095
2021-07-06,33528.4,35096.77,33723.96,34189.89,314.16327599
2021-07-07,33791.62,35054.89,34182.78,33848.62,208.4609768
2021-07-08,32099.78,33923.08,33819.95,32857.23,323.08136529
2021-07-09,32279.03,34091.21,32829.86,33821.77,179.66006029
2021-07-10,33030.0,34257.94,33835.14,33549.03,126.54820649
2021-07-11,33321.21,34597.81,33542.74,34260.12,200.1077099
2021-07-12,32668.12,34673.1,34264.42,33089.05,190.88112754
2021-07-13,32200.33,33325.25,33088.43,32738.05,166.83288432
2021-07-14,31594.71,33099.29,32759.17,32805.94,275.78569141
2021-07-15,31146.57,33172.79,32842.75,31877.81,302.61349845
2021-07-16,31057.82,32243.39,31893.05,31381.96,240.84106029
2021-07-17,31177.58,31946.09,31386.94,31492.55,182.79852451
2021-07-18,31129.3,32434.44,31489.38,31791.27,193.20665596
2021-07-19,30424.63,31875.71,31806.03,30839.33,335.09193447
2021-07-20,29299.99,31050.0,30846.25,29780.55,295.82890901
2021-07-21,29512.85,32841.97,29766.56,32133.28,409.45883134
2021-07-22,31731.1,32595.33,32125.6,32313.11,184.87304419
2021-07-23,31985.0,33626.87,32333.24,33626.87,255.39279412
2021-07-24,33400.0,34492.95,33637.93,34259.78,264.66655674
2021-07-25,33867.39,35413.0,34259.91,35413.0,252.96692447
2021-07-26,35240.04,40539.3,35413.0,37249.67,1191.48825762
2021-07-27,36340.69,39539.32,37236.84,39464.16,622.31960614
2021-07-28,38790.08,40892.23,39456.83,39996.64,844.23470584
2021-07-29,39257.24,40645.22,39966.63,40024.01,393.58175864
2021-07-30,38330.1,42285.84,40029.75,42184.63,488.83576925
2021-07-31,41039.98,42405.88,42209.58,41448.09,306.42126323
2021-08-01,39417.85,42568.93,41450.52,39883.66,287.08623384
2021-08-02,38686.17,40462.23,39907.66,39120.64,371.81710266
2021-08-03,37619.41,39773.44,39128.95,38194.29,573.24409373
2021-08-04,37510.09,39959.44,38185.6,39737.2,354.70258791
2021-08-05,37327.88,41368.99,39717.31,40875.0,650.88260572
2021-08-06,39862.33,43368.68,40881.44,42831.58,743.08683184
2021-08-07,42456.85,44700.0,42841.29,44579.88,541.66656459
2021-08-08,43274.14,45321.75,44576.91,43814.66,492.99647282
2021-08-09,42768.16,46461.15,43807.72,46267.75,568.28700189
2021-08-10,44639.92,46721.02,46263.34,45592.75,523.75151779
2021-08-11,45356.05,46749.99,45571.51,45518.58,484.63055309
2021-08-12,43297.72,46207.52,45520.65,44420.74,686.35296465
2021-08-13,44230.83,47871.07,44420.04,47805.33,536.34969051
2021-08-14,46000.0,48145.74,47808.52,47019.62,440.19110922
2021-08-15,45500.0,47369.28,47083.69,47000.13,453.77369166
2021-08-16,45656.02,48036.95,47010.85,45915.52,506.78519404
2021-08-17,44412.39,47150.0,45911.01,44665.55,514.1741703
2021-08-18,44217.39,46022.94,44641.53,44691.85,384.27546016
2021-08-19,43944.95,47088.7,44707.65,46769.72,389.50385749
2021-08-20,46628.8,49403.9,46786.27,49341.72,607.11584799
2021-08-21,48235.41,49787.22,49343.52,48817.92,588.10718019
2021-08-22,48050.0,49494.93,48848.89,49227.57,289.93026139
2021-08-23,49025.64,50521.91,49248.33,49512.33,451.03070122
2021-08-24,47599.17,49850.33,49486.5,47706.9,508.84745997
2021-08-25,47141.23,49278.96,47668.37,48985.61,486.19559671
2021-08-26,46300.0,49345.88,48976.13,46852.08,653.51518265
2021-08-27,46341.62,49169.71,46844.49,49054.58,501.91073772
2021-08-28,48354.1,49285.1,49066.38,48911.02,250.74926118
2021-08-29,47746.45,50910.21,48917.23,48743.11,419.26475606
2021-08-30,46837.82,48872.09,48738.41,46981.83,585.61639264
2021-08-31,46691.73,48242.72,46981.83,47104.32,557.11528649
2021-09-01,46515.2,49127.51,47099.63,48819.12,581.38352215
2021-09-02,48598.47,50360.36,48819.76,49253.77,492.94986531
2021-09-03,48333.54,51043.06,49248.21,49995.92,1035.39825402
2021-09-04,49368.95,50533.38,49992.2,49915.33,646.54093201
2021-09-05,49459.13,51873.12,49922.52,51769.21,573.81626892
2021-09-06,50996.33,52769.22,51759.76,52670.16,549.86779807
2021-09-07,42759.18,52927.37,52660.19,46848.22,1746.47267963
2021-09-08,44434.08,47337.57,46858.64,46058.29,1242.18280973
2021-09-09,45524.1,47389.8,46058.29,46375.51,659.18083731
2021-09-10,44137.5,47029.9,46382.54,44845.99,883.99693717
2021-09-11,44735.82,45979.27,44839.63,45151.55,448.54523162
2021-09-12,44747.94,46450.0,45127.15,46031.87,352.61700945
2021-09-13,43399.97,46867.22,46036.57,44937.27,970.52416542
2021-09-14,44674.2,47247.0,44947.31,47129.64,593.58422134
2021-09-15,46701.81,48455.52,47109.89,48150.15,403.99348635
2021-09-16,47034.8,48502.98,48146.32,47758.15,424.68743242
2021-09-17,46758.38,48155.62,47758.15,47311.34,362.5283979
2021-09-18,47040.53,48821.4,47332.55,48298.09,363.69077576
2021-09-19,46823.97,48372.44,48295.65,47243.75,337.13180804
2021-09-20,42480.62,47338.06,47254.38,43029.76,1613.16001345
2021-09-21,39564.48,43629.42,43014.57,40699.5,2463.74982777
2021-09-22,40576.09,44000.0,40725.11,43554.79,1439.68738036
2021-09-23,43075.37,44982.12,43555.87,44864.27,793.57571918
2021-09-24,40677.63,45174.0,44865.05,42806.73,1103.31177443
2021-09-25,41666.0,42960.0,42815.84,42654.46,351.13586954
2021-09-26,40774.41,43913.21,42648.48,43199.9,548.5631464
2021-09-27,42100.0,44351.68,43151.98,42134.74,715.85064336
2021-09-28,40532.81,42760.82,42134.54,41021.62,531.14244618
2021-09-29,40752.08,42601.05,41012.55,41524.81,433.44951783
2021-09-30,41425.3,44110.36,41531.42,43816.91,374.01766966
2021-10-01,43301.4,48465.81,43809.87,48137.83,790.66270008
2021-10-02,47436.0,48337.74,48138.59,47668.55,288.24216086
2021-10-03,47102.38,49221.25,47675.62,48158.74,275.48352962
2021-10-04,46910.47,49494.34,48167.72,49209.6,577.57318343
2021-10-05,49034.04,51869.0,49234.03,51440.88,533.42809402
2021-10-06,50377.0,55753.63,51463.68,55324.59,916.28768781
2021-10-07,53395.43,55319.56,55314.94,53780.0,653.65899357
2021-10-08,53625.17,56094.04,53775.2,53931.85,514.88359534
2021-10-09,53671.0,55503.42,53921.36,54924.08,234.5644483
2021-10-10,54103.41,56509.77,54913.24,54667.45,520.75530897
2021-10-11,54426.17,57821.67,54616.85,57459.56,412.15144162
2021-10-12,53918.0,57765.77,57476.49,56004.46,516.91249438
2021-10-13,54250.56,57782.07,55980.23,57370.64,490.01108948
2021-10-14,56788.0,58541.09,57374.64,57351.22,542.91570926
2021-10-15,56865.11,62914.82,57349.76,61671.36,1311.45964657
2021-10-16,60152.67,62356.1,61682.59,60881.22,577.91723413
2021-10-17,58909.1,61697.7,60866.41,61587.68,526.15138747
2021-10-18,59889.27,62700.52,61553.05,62025.88,582.88974858
2021-10-19,61251.04,64488.0,62020.42,64295.93,577.30092708
2021-10-20,63498.85,66992.54,64299.97,66006.99,462.94545501
2021-10-21,62023.54,66666.83,65980.38,62195.6,989.30317151
2021-10-22,60014.69,63738.01,62203.37,60672.27,794.67981794
2021-10-23,59644.11,61737.69,60664.79,61326.1,318.99553551
2021-10-24,59506.81,61498.99,61313.59,60855.0,407.24842617
2021-10-25,60653.37,63717.38,60894.3,63097.69,443.84735034
2021-10-26,59844.6,63290.69,63083.2,60294.71,475.60945335
2021-10-27,58003.4,61488.19,60320.21,58419.48,1064.91331657
2021-10-28,57000.0,62477.67,58427.04,60585.36,867.56229346
2021-10-29,60176.56,62966.92,60577.22,62262.95,628.23819317
2021-10-30,60717.28,62358.21,62262.96,61873.82,383.26760967
2021-10-31,59971.0,62399.95,61874.37,61297.41,371.99569207
2021-11-01,59456.7,62439.89,61303.15,60937.8,488.83231011
2021-11-02,60634.47,64266.74,60901.34,63212.21,463.25820686
2021-11-03,60050.0,63510.71,63221.61,62891.6,519.26130343
2021-11-04,60686.43,63080.97,62894.18,61383.68,308.65740276
2021-11-05,60722.55,62596.99,61385.33,60953.19,318.02650182
2021-11-06,60064.17,61551.98,60953.19,61472.5,186.10304351
2021-11-07,61339.78,63283.82,61480.87,63283.82,178.90152825
2021-11-08,63292.18,67787.8,63292.18,67530.04,467.49916941
2021-11-09,66266.97,68532.02,67516.66,66933.03,351.2417967
2021-11-10,62895.0,69023.79,66965.05,64886.44,673.8972795
2021-11-11,64111.11,65582.1,64856.04,64789.13,284.41235005
2021-11-12,62286.7,65447.27,64755.8,64136.62,388.23488347
2021-11-13,63376.61,64967.23,64169.7,64369.75,149.76526685
2021-11-14,63590.0,65537.56,64369.16,65537.56,232.71012738
2021-11-15,63367.47,66341.77,65544.42,63602.37,260.82930725
2021-11-16,58500.0,63612.42,63602.8,60056.95,730.71913872
2021-11-17,58370.59,60819.68,60068.25,60340.37,372.47309677
2021-11-18,56488.08,60945.75,60340.27,56897.58,815.389794
2021-11-19,55600.0,58327.3,56871.82,58060.46,499.8677132
2021-11-20,57369.56,59854.03,58050.33,59712.82,254.53662696
2021-11-21,58500.88,60014.18,59725.39,58616.04,194.42433145
2021-11-22,55618.59,59653.43,58642.43,56243.35,493.33602893
2021-11-23,55351.6,57953.55,56243.35,57522.29,393.17031864
2021-11-24,55877.14,57588.84,57559.52,57164.19,358.99252856
2021-11-25,57015.77,59385.5,57208.1,58943.24,305.77712064
2021-11-26,53500.01,59157.31,58977.72,53735.86,610.9660946
2021-11-27,53589.61,55284.06,53736.57,54726.22,267.10930868
2021-11-28,53292.94,57435.54,54702.61,57300.21,365.28972965
2021-11-29,56681.2,58871.51,57308.22,57784.61,317.3983273
2021-11-30,55880.62,59200.0,57787.27,56937.48,395.49747403
2021-12-01,56463.31,59059.63,56937.48,57185.43,531.08862065
2021-12-02,55782.28,57374.28,57185.33,56489.66,472.8544059
2021-12-03,51600.7,57585.37,56531.24,53677.78,520.46525657
2021-12-04,42002.88,53858.72,53626.39,49158.68,1341.61249748
2021-12-05,47745.54,49689.83,49151.84,49404.08,510.19161299
2021-12-06,47135.27,50909.23,49419.68,50492.76,691.33176073
2021-12-07,50032.21,51928.41,50488.05,50587.77,421.21293677
2021-12-08,48589.0,51204.54,50603.36,50495.36,412.64883481
2021-12-09,47312.62,50811.51,50481.97,47562.4,571.66868819
2021-12-10,46884.6,50100.0,47533.69,47152.35,616.80679931
2021-12-11,46765.67,49483.85,47140.82,49386.16,357.31430646
2021-12-12,48623.28,50766.79,49400.09,50049.52,302.17020638
2021-12-13,45724.09,50177.46,50047.63,46696.75,633.73453456
2021-12-14,46302.02,48658.91,46699.37,48350.35,443.21181173
2021-12-15,46543.93,49482.19,48338.06,48881.57,574.40705078
2021-12-16,47520.89,49438.53,48861.12,47629.82,352.61369796
2021-12-17,45465.94,47986.85,47619.08,46154.23,426.36590058
2021-12-18,45500.0,47333.33,46194.8,46824.61,283.44171676
2021-12-19,46416.03,48351.28,46795.8,46680.0,307.4160977
2021-12-20,45560.0,47532.74,46665.71,46893.94,390.18864166
2021-12-21,46648.05,49332.36,46928.99,48900.56,349.53377213
2021-12-22,48433.35,49569.81,48899.95,48598.54,358.48607644
2021-12-23,48046.36,51390.46,48580.37,50817.7,439.72065888
2021-12-24,50406.22,51825.87,50841.87,50820.8,316.82627902
2021-12-25,50163.15,51142.85,50833.51,50404.17,234.65397494
2021-12-26,49434.02,51275.52,50386.29,50787.71,302.54481641
2021-12-27,50453.64,52081.94,50789.78,50671.03,393.80907481
2021-12-28,47294.83,50708.03,50708.03,47532.88,661.12633834
2021-12-29,46097.67,48135.65,47547.33,46457.51,352.96374859
2021-12-30,45952.63,47906.89,46461.4,47116.88,578.46486366
2021-12-31,45665.15,48563.59,47128.25,46202.07,562.04108554
2022-01-01,46219.13,47958.65,46221.22,47728.93,313.2159709
2022-01-02,46644.55,47987.85,47718.04,47289.79,367.66055943
2022-01-03,45700.0,47565.16,47270.43,46437.18,387.86311547
2022-01-04,45550.0,47527.94,46446.93,45825.84,440.49060572
2022-01-05,42475.0,47069.69,45828.31,43457.96,1038.79052169
2022-01-06,42434.99,43784.22,43444.07,43092.95,888.377054
2022-01-07,40617.71,43135.17,43106.46,41557.73,1124.31490953
2022-01-08,40517.4,42313.5,41557.73,41680.28,733.52738273
2022-01-09,41212.62,42785.71,41692.5,41847.04,541.23048885
2022-01-10,39650.75,42233.7,41854.71,41841.84,896.61708158
2022-01-11,41277.0,43112.56,41847.58,42713.89,726.33142507
2022-01-12,42453.36,44335.54,42735.22,43902.23,589.9794868
2022-01-13,42316.66,44415.82,43875.03,42564.53,502.52606598
2022-01-14,41760.08,43445.15,42560.91,43067.32,508.03461959
2022-01-15,42558.12,43807.64,43072.06,43071.0,252.08618271
2022-01-16,42589.12,43482.44,43075.31,43083.31,315.04021878
2022-01-17,41546.92,43172.45,43083.31,42202.06,511.11076347
2022-01-18,41287.83,42674.29,42209.24,42375.19,626.51141421
2022-01-19,41141.39,42547.74,42396.57,41679.17,653.86221365
2022-01-20,40563.65,43500.0,41677.52,40684.14,596.95469516
2022-01-21,35417.79,41101.36,40638.45,36451.67,1646.69478542
2022-01-22,34004.96,36815.33,36430.77,35058.93,1151.45720482
2022-01-23,34608.67,36517.89,35078.2,36248.03,872.19972497
2022-01-24,32938.19,37542.33,36263.82,36674.96,1432.08328348
2022-01-25,35703.05,37560.3,36687.36,36980.75,1073.17112996
2022-01-26,36248.13,38917.2,36976.36,36821.39,1075.88844333
2022-01-27,35505.31,37233.78,36812.0,37148.08,736.31101734
2022-01-28,36155.82,38002.84,37147.11,37718.29,706.68106904
2022-01-29,37303.77,38775.66,37718.26,38174.36,611.97145981
2022-01-30,37361.19,38364.34,38185.47,37895.92,426.86278102
2022-01-31,36636.39,38742.9,37895.73,38471.77,708.75427851
2022-02-01,37998.68,39279.27,38431.13,38701.13,660.92190719
2022-02-02,36588.65,38863.26,38711.0,36905.1,649.11062638
2022-02-03,36250.0,37360.02,36883.24,37309.04,491.69737653
2022-02-04,37026.47,41731.26,37314.12,41570.79,876.37064231
2022-02-05,40924.01,41944.33,41570.64,41383.93,413.23217717
2022-02-06,41121.38,42652.97,41376.35,42394.82,332.42969824
2022-02-07,41647.24,44512.39,42388.66,43826.63,852.11034717
2022-02-08,42655.2,45506.0,43836.09,44048.52,1090.91677257
2022-02-09,43120.68,44811.35,44052.5,44382.29,736.48606592
2022-02-10,43166.66,45825.15,44382.29,43479.98,985.23212599
2022-02-11,41955.48,43917.17,43487.58,42379.63,806.76388306
2022-02-12,41742.55,43013.51,42366.95,42199.35,412.09587909
2022-02-13,41872.09,42749.62,42184.21,42062.44,420.77241328
2022-02-14,41555.44,42825.2,42063.38,42524.79,696.87840159
2022-02-15,42432.86,44743.9,42539.78,44528.3,649.44000876
2022-02-16,43310.64,44554.49,44554.48,43856.67,469.75008016
2022-02-17,40063.3,44152.18,43867.23,40515.88,982.47099525
2022-02-18,39454.41,40956.95,40513.24,39983.85,890.88182192
2022-02-19,39632.84,40440.92,39957.45,40091.77,263.08083308
2022-02-20,37955.13,40129.4,40081.8,38390.11,501.08204384
2022-02-21,36775.59,39480.66,38382.21,37017.33,1051.6223896
2022-02-22,36343.47,38423.87,37014.07,38241.17,956.77443508
2022-02-23,37056.65,39257.92,38247.44,37255.4,901.10883115
2022-02-24,34323.54,39760.77,37255.96,38329.44,1479.98883036
2022-02-25,38025.08,39677.77,38316.16,39222.89,722.49675351
2022-02-26,38579.15,40312.8,39210.17,39124.1,397.84943072
2022-02-27,36999.0,39845.97,39107.41,37692.51,563.19185947
2022-02-28,37450.27,44198.61,37694.84,43179.1,1015.97592879
2022-03-01,42842.84,44954.54,43168.1,44430.37,795.40683143
2022-03-02,43335.34,45315.23,44430.37,43894.43,616.79095299
2022-03-03,41830.21,44085.65,43887.95,42462.2,554.29742435
2022-03-04,38560.2,42527.43,42465.41,39153.2,736.6912347
2022-03-05,38575.31,39617.45,39147.01,39397.62,402.02906873
2022-03-06,38093.16,39690.0,39392.43,38405.71,642.01279328
2022-03-07,37162.15,39549.48,38393.39,37987.0,792.06252206
2022-03-08,37866.31,39370.68,37990.32,38728.64,911.92135593
2022-03-09,38654.95,42576.34,38704.93,41944.14,871.88853303
2022-03-10,38559.85,42024.1,41951.6,39409.98,1004.55210668
2022-03-11,38228.97,40234.5,39423.06,38742.1,846.01809774
2022-03-12,38664.8,39473.37,38726.28,38808.04,261.77349798
2022-03-13,37583.9,39309.11,38808.42,37768.78,406.31509869
2022-03-14,37561.22,39919.11,37764.88,39665.67,694.17048481
2022-03-15,38114.39,39892.43,39665.03,39276.91,733.50387468
2022-03-16,38834.9,41701.63,39291.52,41126.12,1196.71999611
2022-03-17,40449.93,41477.82,41134.42,40924.82,539.95959432
2022-03-18,40142.56,42333.33,40911.28,41763.72,508.97957398
2022-03-19,41512.0,42403.05,41767.81,42212.78,415.78936284
2022-03-20,40901.19,42282.38,42204.99,41256.38,432.12956699
2022-03-21,40487.05,41545.45,41268.79,41010.07,734.97931633
2022-03-22,40883.33,43343.94,40999.92,42350.33,878.11967002
2022-03-23,41750.0,43023.41,42352.37,42879.26,822.46474559
2022-03-24,42588.91,44219.02,42891.87,43968.79,1036.53610043
2022-03-25,43591.42,45101.32,43958.11,44329.36,766.61475217
2022-03-26,44078.3,44798.65,44334.92,44524.71,237.58705678
2022-03-27,44430.78,46965.29,44520.88,46827.03,545.50064695
2022-03-28,46650.04,48200.0,46817.61,47112.93,804.03370867
2022-03-29,46838.91,48098.2,47118.74,47434.39,595.05513687
2022-03-30,46525.0,47694.45,47410.13,47068.32,496.35018226
2022-03-31,45202.25,47603.21,47047.22,45521.55,736.35288761
2022-04-01,44218.79,46713.66,45559.92,46284.4,754.84196287
2022-04-02,45625.55,47219.0,46276.15,45799.38,368.31321117
2022-04-03,45536.58,47483.11,45856.16,46415.84,533.83918325
2022-04-04,45114.36,46883.88,46418.81,46587.61,575.58592305
2022-04-05,45365.15,47200.0,46576.53,45493.71,580.39357483
2022-04-06,43122.0,45501.95,45488.3,43155.84,1076.29528091
2022-04-07,42741.48,43896.66,43140.0,43442.56,548.0018214
2022-04-08,42102.14,43975.81,43416.66,42236.73,323.54918958
2022-04-09,42121.51,42796.26,42225.83,42703.2,125.23986153
2022-04-10,41882.15,43412.17,42729.62,42140.81,181.04682361
2022-04-11,39207.75,42407.06,42124.48,39532.38,665.54610225
2022-04-12,39255.12,40735.71,39519.62,40103.61,514.96308462
2022-04-13,39586.48,41549.45,40117.19,41081.46,528.4849419
2022-04-14,39566.16,41491.4,41069.23,39942.65,390.24582692
2022-04-15,39768.49,40859.08,39939.19,40547.22,318.3810483
2022-04-16,39997.89,40698.42,40553.32,40386.7,175.77773074
2022-04-17,39550.0,40594.83,40380.45,39674.6,231.83211462
2022-04-18,38540.53,41097.0,39639.89,40798.23,705.14874091
2022-04-19,40570.82,41761.89,40796.32,41486.55,369.34560588
2022-04-20,40858.28,42195.9,41485.54,41373.08,576.02290144
2022-04-21,39774.18,42974.35,41371.18,40474.81,950.36996727
